Project ID,Resource Item Name,Resource Quantity,Resource Unit Price,Resource Vendor Name
1e89493ade268b0f910c67b96c10ce36,"regency 1620be glow 15"" stool, blue",3.0,95.99,Amazon Business
230e6b58ead8864baff57b9bbed39f79,re322 - lakeshore sensory ball set,1.0,34.99,Lakeshore Learning Materials
25637fe9bc4d3da23c7e5c272c9db7b4,magnetic wand,1.0,2.13,Kaplan Early Learning Company
40ede897b830ec406721319412add17a,travel team mike lupica,1.0,13.13,AKJ Education
3e274f4e58a04046fcfa007d6b48d91c,flurry of the snombies: a branches book (the notebook of doom #7),1.0,4.49,AKJ Education
32860a6e3106902117e2e2b467c46626,amazon - kindle,1.0,69.99,Best Buy Education
d6ba6f2fb3bcf4cde6357c9c4cf414c9,money bingo game,1.0,9.99,Amazon Business
c1b684c12ed633785ccc6d56ae04e37a,penguins,1.0,3.64,AKJ Education
e26d830a5cd46541847373f6d5833ff7,"fruits basket collector's edition, vol. 6",1.0,13.59,Amazon Business
de59490657189935020a5eaef9767a53,edupress - spanish in a flash bingo set 1,2.0,9.99,Teachers' School Supply
3198dc2dd2de878a4b16ee78ee5caeab,la623 - 3 5/8&amp;#34; x 3 5/8&#34; labeling pockets,6.0,19.99,Lakeshore Learning Materials
b615d27ff9ce0f1bdd97ffe07ab27884,aa295x - school-to-home organizer - set of 10,2.0,44.0,Lakeshore Learning Materials
12dfe8c11301b253e918fa0ad496a869,lc644 - write & wipe blueprint mats - set of 8,4.0,19.99,Lakeshore Learning Materials
de0a0705489cc11ffdd2a5523e46f8c2,index cards 3x5 narrow rule white pack of 100 - school smart,20.0,0.66,School Specialty
fc00513636bd08676dcbde6cab1be39b,"dhp ariana junior sized futon, teal",1.0,111.97,Amazon Business
2a648610e4269540ec57da33588218e2,wonder workshop dash & dot robot wonder pack,1.0,279.99,Amazon Business
e5296b6899bc9cbe2dc10061f57d73c1,"assassination classroom, vol. 1",1.0,7.61,Amazon Business
b38c222d74832a85921ea2566b30a8fb,ck30bu - big beanbag seat - blue,1.0,69.99,Lakeshore Learning Materials
b654a6f4b6813c042d19cb9fbeec68be,"ipearl mcover hard shell case for 11.6"" samsung chromebook 3 xe500c13 series ( not compatible with older xe303c12 / xe500c12 / xe503c12 models ) laptop - chromebook 3 xe500c13 (purple)",1.0,19.99,Amazon Business
86c82d2438366aaf02ccbbe975b58451,you wouldn't want to be an american pioneer!,1.0,7.26,AKJ Education
086004d541a4729defcae7a09ce272d5,eraser block small pk/80 - school smart,1.0,5.31,School Specialty
ee658318daa00764774737c166ef735c,re309 - single student read-alongs library k-gr. 2,1.0,299.0,Lakeshore Learning Materials
93b2be7db42405b6f5e1b13d039d3f44,"hokki stool - 20"" blue",5.0,110.46,Kaplan Early Learning Company
ff522d68ac2851202f8112678ba2008a,the everything kids' learning spanish book: exercises and puzzles to help you learn espanol,1.0,9.72,Amazon Business
edcdd4e2a98104b2323d03cd1d8eebe0,"will grayson, will grayson",4.0,8.9,Amazon Business
23dd4fba1405eff39f078e47899a7188,re875x - lakeshore theme book libraries - set 1,1.0,275.0,Lakeshore Learning Materials
fb0da4aabe915811a43ac7458b5af2f1,rr632 - ten-frame activity dice,1.0,19.99,Lakeshore Learning Materials
20112c8255580bd51c102fba859aa3c9,the girl who never made mistakes,1.0,8.69,Amazon Business
fde9c8ae938896aa773fa841a56c2b70,trimmer double-sided - fiori bellissim,1.0,7.4,School Specialty
c57d6b3a4f05218a70141829cb1ca562,"expo - low odor fine tip dry erase markers, black (86001) (case of 12 dozen)",1.0,63.85,Amazon Business
392aac1d32cc655933b1c6b449b458f6,store more medium clearview book pouches primary colors set of 4,25.0,15.96,
ae3069baba6730958fdcb866e60bc715,robo 3d - 1.75mm pla filament 2.2 lbs. - arctic white,1.0,29.56,Best Buy Education
d2533f07eb69703fa897c982c79a5b59,amazonbasics multipurpose scissors - 3-pack,1.0,9.99,Amazon Business
45d4533880318955bba171ca4f0d398b,ea165 - jumbo time timer,1.0,39.99,Lakeshore Learning Materials
e16c425840520203ac537d8d7b17369a,bad case of stripes david shannon,1.0,13.13,AKJ Education
e553206ae0c5a8209f0a7f51c63bdef0,pp330x - lakeshore smart pencil language interactive learning cards - complete set,1.0,169.0,Lakeshore Learning Materials
eef978198929818c6f1d80a3530d4aee,stem - programmable mouse activity set,6.0,50.05,School Specialty
80c36c8953225958bb28fdcf62a6d413,"bintiva inflated stability wobble cushion, including free pump / exercise fitness core balance disc,orange,13 inches/ 33 cm diameter",4.0,15.99,Amazon Business
4f147205612e3307f11dbbdb73d8d02e,the greedy triangle (scholastic bookshelf),1.0,6.18,Amazon Business
99b07f6024af2345f5d13a15391e4549,ee503 - building fluency card bank - gr. 4-6,1.0,49.99,Lakeshore Learning Materials
141f5e3fba2feb81ab77d99874b20a6a,generator 5mhz function w/4,1.0,350.96,Frey Scientific
20dc94aba5700f050766f43de6861031,sandisk cruzer cz36 128gb usb 2.0 flash drive- sdcz36-128g-b35,3.0,25.99,Amazon Business
614997924c09d0e58f19c5d37d160457,rhode island novelty ten color shuttle pens 1 dz,1.0,8.43,Amazon Business
e0db65aacd39acdd176c6ddee5c3e067,"dragon ball z, vol. 25",1.0,7.29,AKJ Education
b32bebb97fbf711910b9248e5cc71d4b,snitch,2.0,8.8,Amazon Business
eed81988da2df074773bf5b836bd1179,re190x - classroom classics read-alongs - set 1,1.0,165.0,Lakeshore Learning Materials
b00b6feef6efc4d5779e8ef0953b417b,"expo low odor chisel tip dry erase markers, black, 12 pack  (80001)",2.0,8.58,Amazon Business
eca82de5fe823e76c1344620499d00dc,think happy!,1.0,9.48,AKJ Education
225549391aa03dcd0ddf339a069f5a69,modern art deluxe memory game,1.0,15.25,Amazon Business
11fe89a4e36b827e3ccbec522e0488da,"romanoff lap tray, hot pink",3.0,19.12,Amazon Business
b8d73fee4fda17bee2c80ff63c6faa53,"jessica simpson women's parka, black, m",2.0,44.28,Amazon Business
9945fe7abd1b780ed2361c20a9de637f,"swingline gbc thermal laminator, fusion 3000l, 12 inch, 1.5 minute warm-up, 3-5 mil (1703075)",1.0,102.6,Amazon Business
0b0c666cb7ee2301cdbcb03954d098f7,secret weapons: a tale of the revolutionary war (historical fiction),1.0,6.25,Amazon Business
b8cedc8cb9401a441fee4259e048c904,my mouth is a volcano!,1.0,8.65,Amazon Business
43fb9a00684b67d1a206ab11ff378f4e,doterra serenity essential oil restful blend - 15 ml,1.0,40.0,Amazon Business
fa12488cacd7de010ce6d0715ec74d7f,"gator skin super 90 ball, 3 1/2""(dia.), assorted, 6/set",1.0,23.72,Quill.com
9ee40bf10c2f0f405c01b9d8c1acb069,"canvas panels 12 pack - 8""x10"" super value pack artist canvas panel boards for painting",5.0,11.99,Amazon Business
f45bb0f6f7e0af0932a2a810dc1d6d30,giraffes catherine ipcizade,1.0,4.52,AKJ Education
b387c855fb3710a412adbbab4b45e11c,"tiered activities for learning centers: differentiation in math, language arts, science, & social studies",1.0,15.15,Amazon Business
a51ecb848d157b3397398573bd53727d,apple - macbook pro with retina display - 15.4'display - intel core i7 - 16gb memory - 512gb flash storage - silver,1.0,3130.11,Best Buy Education
53b7255d612bec8c7cba1ea333c63aa2,ee221 - united states resource box - gr. 1-3,1.0,69.99,Lakeshore Learning Materials
ed84c2afb3b05ceba408f22e2ad87fdf,tt167 - level g book bin - gr. 1 - library 2,1.0,38.99,Lakeshore Learning Materials
27c61e47c1cb90a2135ae40f050525cf,the book with no pictures,1.0,15.19,Amazon Business
7e1178daa4ea50d099afb281cbd9dea7,when you reach me (yearling newbery),1.0,5.06,Amazon Business
31ab26e74102db4d9899913d53ff1d4f,"just plain fancy patricia polacco, patricia polacco (illustr",1.0,5.1,AKJ Education
8978d6a317be227fbdd9c84ad8e145ae,king of murder (herculeah jones mystery),1.0,5.99,Amazon Business
0323cb8523eaa507f3c3d46d409c8ec7,national geographic readers: great migrations elephants,1.0,1.73,Amazon Business
c85ef7c09048c234fc16b4d210fbfe80,hp laserjet pro 300 color mfp m375nw   multifunction   refurbished,1.0,451.43,CDW-G
aa35f165ca5192f8d4dbd5bed2571500,hh887 - waterway pipe builders - set of 52,1.0,39.99,Lakeshore Learning Materials
31d4fac22b3ada74a0723d739dd9dc4b,language fundamentals,1.0,29.99,
9c82e237b70cb5bd0945e87a1bc70864,color splash crayons 24/box,1.0,16.14,Quill.com
344c57450ce541879d1164ef0b92afb0,blick studio artists colored pencil - black,20.0,0.82,Blick Art Materials
e89cb2930dccd0d28f251a4dc03288b9,"pilot g2 premium retractable gel roller pens, fine point, black, 12/pack (31020)",1.0,13.99,Staples Advantage
a88021acbc353f6ee8a5bf6231d7193d,guacamole,1.0,13.83,AKJ Education
6e283bba0ff4e56dd76c3b87cb6419f0,ff212 - small-group nonfiction comprehension folders - gr. 3-4,1.0,39.99,Lakeshore Learning Materials
15f0961be6d5ea5e44d1435e878a7496,new and selected poems: 1962-2012,1.0,17.62,Amazon Business
544501aec1766378d31d9ada987d1875,"animal sticker assortment set (1200+ count) collection for children, teacher, parent, grandparent, kids, craft, school, planners & scrapbooking",2.0,14.99,Amazon Business
bd7255c7213abe30f60c49860d37fe77,ts271 - project-based stem activities - kindergarten,1.0,14.99,Lakeshore Learning Materials
15950f9ff62c6f32a0a94423a2534671,mini file-folder centers in color: reading & writing,1.0,13.13,AKJ Education
632ac0cc2b58fc5606f320370b20fcf6,"blick liquid watercolor - glitter blue, 8 oz bottle",1.0,4.18,Blick Art Materials
6fa8741ea301fa6ec8f3624764079a6a,brother - hl-3140cw wireless color laser printer - gray/white,1.0,213.03,Best Buy Education
94d9d76fa8316582d23a0a277db4c2f8,recoger la basura (ayudar al medio ambiente) (spanish edition),1.0,5.39,Amazon Business
b976f0965b2fe1f2ca0a2d10fd50b424,red riding hood (retold by james marshall),1.0,6.07,Amazon Business
beff0ef7577dd0a07b25a4978f7c9dac,introducing logic: a graphic guide,1.0,9.95,Amazon Business
7e4c79fe847bb395cdae6742f72b889b,tt918 - level h extra book set - gr. 1 - library 2,1.0,29.0,Lakeshore Learning Materials
2d8e2d2ac8d4628f7a73e39b182b9812,bs525z - washable watercolor set - dozen,2.0,32.99,Lakeshore Learning Materials
134693b5bd0197513efed81e2af2dbe0,expl protists slide set/5 pk/5,1.0,62.96,Frey Scientific
8fecd1746069ae31303cf625878084d3,ta51pn - construction paper - 12&amp;#34; x 18&#34; - pink,1.0,2.29,Lakeshore Learning Materials
a2b19882c6eea1c0874286aad9428db0,"tom's of maine natural long lasting deodorant stick, refreshing lemongrass, 2.25 ounce",2.0,4.49,Amazon Business
7b3de531c38684b436b4a6d548fd1c5c,tech armor apple ipad mini 3 / ipad mini 2 / ipad mini anti-glare/anti-fingerprint (matte) screen protectors [3-pack] lifetime warranty,1.0,8.95,Amazon Business
9c9da637ee21a7e2722456b6efb5d235,hp - 305x 2-pack high-yield toner cartridges - black,1.0,168.55,Best Buy Education
2f0c873560a999fb2fa8c4fad86b70b8,"4"" gold tone plastic trophy (12 pieces)",2.0,7.6,Amazon Business
1089c5691ff893d3ce4671818d29fbab,"the paper bag princess robert munsch, michael martchenko (il",1.0,5.07,AKJ Education
49368d5966c8a52017bc96d0d9b363e1,tt915 - level e extra book set - gr. 1 - library 2,1.0,29.0,Lakeshore Learning Materials
28133990be82dcde064448b78a6d35b1,guinness world records 2017,1.0,16.88,Amazon Business
8fafadd24d3a58e312835ef448232fa4,ee759 - science tools supply center,1.0,239.0,Lakeshore Learning Materials
69631ba863f392371232c6846e82b6e0,"sizzix storage box for bigz large dies 6.75"" x 6.75""",1.0,12.15,Quill.com
74fae4ec15cad22ffb42bc52dc3b79ad,"smart color art - 80 colors gel pen set - colors included: glitter, neon, standard, milky & metallic - for coloring, sketching, drawing, painting , writing & custom artistic creations",1.0,16.99,Amazon Business
b2564cd218f45b9a0830b8929b44d205,"asus - c202sa 11.6'chromebook - intel celeron - 4gb memory - 16gb emmc flash memory - silver, dark blue",4.0,227.06,Best Buy Education
8f97c6f1187a1d4033c99a090af31d31,12 pack - simplehouseware magazine file holder organizer box,2.0,15.87,Amazon Business
7b04821d9a8d7bad0ccb454f093a376b,magic tree house #52: soccer on sunday,1.0,12.37,Amazon Business
3fc82f93c54a76026d6af252f5f1362b,the boxcar children,1.0,99.72,AKJ Education
a578b135a6463a6eae96faaee3e66564,lot of 12 decks of mini playing cards,6.0,8.99,Amazon Business
613d7e2a7b24bd6c8da4070cfff587ab,ll869x - magnetic write & wipe mini board - set of 10,1.0,28.99,Lakeshore Learning Materials
4b7dfb7592d0e82c03a16acf58af21cc,the rough-face girl,1.0,7.9,Amazon Business
b659fe9cbf27f2c81dadc5aab1aaf06b,day of the night crawlers: a branches book (the notebook of doom #2),1.0,3.95,Amazon Business
b85e93fd386b1cbaf47c425e9efc2619,epson dc-11 document camera - document camera,1.0,537.21,Best Buy Education
bf9c91bc25980d52222b97fc7210ee75,"binney & smith crayola classpack colored pencils, 462 pencils/set, 14 assorted colors",1.0,45.46,Staples Advantage
eb4fe57531c6ae460649930cd29398e4,balance disc,15.0,15.2,Nasco
348a860500f3388a985d3e490ddf474f,one beetle too many: candlewick biographies: the extraordinary adventures of charles darwin,1.0,4.99,Amazon Business
44550468a61d0c451ea28eed1690ad26,"a boy, a dog, a frog, and a friend (a boy, a dog, and a frog)",1.0,6.99,Amazon Business
2843efbdef201a22ca6b0172eb0a919f,soy el agua (hello reader) (spanish edition),1.0,3.26,Amazon Business
80c0059250c76d29a687ed3692b23c07,"truper 33568 tru pro 4-tine forged potato/refuse hook with 6-1/2-inch head and ash handle, 54-inch",1.0,36.6,Amazon Business
c15668b932ec32fb9767338cbf1a57f6,"ek success slim paper punch large, scallop square",1.0,15.29,Quill.com
7c374571308836af937b7362e5921503,"fit spirit® set of 2 pink exercise yoga blocks - 9"" x 6"" x 4""",1.0,8.95,Amazon Business
54ee8c8a1e457876058bface5bd6584d,"garland rug flowers area rug, 7-feet 6-inch by 9-feet 6-inch, purple",1.0,81.87,Amazon Business
b6d22741f2c2cfe1b3a00ebd7ee9d714,charlie and the chocolate factory,2.0,5.1,AKJ Education
bce95a8704be523ffc1aa01b5e24a9b5,"champion sports fitpro ball with legs (blue, 55cm)",4.0,28.66,Amazon Business
52eb103cd926532520839a2c1d9c3534,"rhode island novelty assorted plastic stamps, 50 count",1.0,7.6,Amazon Business
91127ab094ecf227b8a5bcc2e6c183a5, newtonian demonstrator -  econ,1.0,19.8,Sargent-Welch
3aaff92af255e0bdc9fd6d2e073693ad,"i survived the eruption of mount st. helens, 1980 (i survived #14)",8.0,4.24,Amazon Business
0457ff1636818f84487286b6330e44a8,wilson traditional soccer ball (3),3.0,18.86,Amazon Business
0e620124abdcb2a99c2b9feedf810adb,"crayola colored pencils classpack, 240/box",1.0,28.39,Staples Advantage
5f7dbe8de051b94eb44b442f4fc52b64,falling in love with close reading: lessons for analyzing texts--and life,1.0,20.7,Amazon Business
435d3cc7877cc5c7082cad351270a794,top trumps united states presidents deck,1.0,5.83,AKJ Education
90bd41c5b335bca1517e384cfdb9097d,"acer chromebook r 11 convertible, 11.6-inch hd touch, intel celeron n3150, 4gb ddr3l, 32gb, chrome, cb5-132t-c1lk",2.0,287.99,Amazon Business
97742283a745aaf236d0952f174db329,"timberland men's whiteledge hiker boot,wheat,11.5 m us",1.0,84.95,Amazon Business
63598ec4ee4cf8588ce6724b328545ff,basic flat bristle brushes - set of 21,1.0,98.56,Blick Art Materials
89a5f815a8084a46088c2acd2bb869ab,attribute grouping circles,1.0,5.7,Nasco
8eefc83953033c893f1369e05dcbfb32,"combination lock 3 digit padlock 2 pack for school gym locker,luggage suitcase baggage locks,filling cabinets,toolbox,case(silver black)",1.0,8.99,Amazon Business
c328bb8b913a7ac42be7618f0c234908,"melissa & doug wooden grocery store and lemonade stand - reversible awning, 9 bins, chalkboards",1.0,104.99,Amazon Business
219009193d662273024e779dff9bb15a,rhinoskin dodgeball set  7 ball,1.0,76.05,Nasco
b11f187dfc9c04b84862a6c0a7b314e0,module 2 (purification) 8-station kit,2.0,47.45,Carolina Biological Supply Company
b53108fceae0c770ee5dde1761960f2c,"sharpie color burst permanent markers, fine point, assorted colors, 24-count",3.0,10.63,Amazon Business
60c94992137d825deb6f4c0e399f169b,insignia? - folio case for insignia? flex 8'tablets - black,5.0,6.96,Best Buy Education
bebb057a87c34b40a66dd695f0e4ded9,"science games and puzzles, grades 5 - 8",1.0,11.34,Amazon Business
d1cd5b5d7c5cecab405dc2f00564ffed,pp336 - magnetic letter builders - class set,1.0,79.99,Lakeshore Learning Materials
a943352e477623d7dba04e1b4c1e9cf4,sandisk - 16gb sdhc uhs-i memory card,1.0,17.26,Best Buy Education
8b247ebfba544efd8650edf6d0416543,ts108 - rainbow scratch paper,4.0,9.99,Lakeshore Learning Materials
b338ce47b8d9ca0b85bf685fbdd682fe,"i survived the attacks of september 11th, 2001",1.0,3.64,AKJ Education
e00a716addcd1a287183fddbfb5f368a,bouncy bands for desks (black support pipes),10.0,12.71,Amazon Business
809ff907f658677bc570a3ea248aa7ed,re978 - seasons & weather theme book library,1.0,35.5,Lakeshore Learning Materials
05804dbd748760de31273d2f16755bfa,pigsty (scholastic bookshelf: humor) [hardcover],1.0,12.37,AKJ Education
91aefa32aa46793f743d4253361426ae,lego classic green baseplate supplement,2.0,7.99,Amazon Business
74d1e3575f70e195d6bbcb5692a2a02d,pop and play on the move,1.0,7.29,AKJ Education
75075a673352b2b1570fc7fbf0d1de05,"high interest, low readability - adventure (6 bk set)",1.0,40.97,AKJ Education
ce16a1c8243b9492fd5cb127ad55fc3e,jbl - flip 2 wireless portable stereo speaker - black,1.0,72.59,Best Buy Education
5999f95d8be2c64c9966349ed8387959,"ac cardstock papers - 8-1/2"" x 11"", winter, 60 sheets",1.0,11.27,Blick Art Materials
c4997acb0e58fb6bba87655e7cd854b0,"big joe dorm chair, flaming red",2.0,30.0,Amazon Business
a08a54cd5116f14e17f1ff638dfd6638,standard shipping,1.0,10.95,Blick Art Materials
aa8ceee61533e5129424e2e4ea8061dd,"teaching students romeo and juliet!: a teacher's guide to shakespeare's play (includes lesson plans, discussion questions, study guide, biography, and modern retelling)",1.0,12.99,Amazon Business
44267411b4bad409105348b4d1bae10e,acer chromebook 11 n7 c731t c42n   11 6    celeron n3060   4 gb ram   16 gb,3.0,246.88,CDW-G
15adb76128eda9c2510a3754a471f56a,ninja farts: silent but deadly (the disgusting adventures of milo snotrocket),1.0,8.99,Amazon Business
34d8d03207e737ea655cb0e44ba4273f,crayola 16ct multi-colored glitter crayons,1.0,4.89,Amazon Business
29438360608c456306dbbc69655ab2bc,el deafo,1.0,6.84,Amazon Business
41d9a8e0caee7439d5b26bbbe00c72ac,classroom keepers(r) crafts keeper,1.0,33.96,Kaplan Early Learning Company
82f05a1e4971903b49c525d2a4d78e8f,weather abc,1.0,19.45,AKJ Education
b0c747fe1cde8c96ecfec6eb96988a01,waiting is not easy! (an elephant and piggie book),1.0,7.19,Amazon Business
72521d8857a0e0f127d857b7cb30e430,crystaltex glaze/snw fire org wht pnt,1.0,14.4,Blick Art Materials
b9289d42e18358bbaf133386ca384e12,"oxford ruled index cards, 3"" x 5"", assorted glow colors, 300/pack (81300ee)",5.0,5.99,Amazon Business
88077b63f423f04fa9ba12a1bb36615f,apple - ipad (latest model) with wifi - 32gb - space gray,2.0,329.99,Best Buy Education
b9ffb948f19b54b86398daa74edfb8ed,educational insights geosafari jr talking globe,1.0,79.97,Amazon Business
699ae093bb7a6249845f753af9e77a91,"11406-1206:  pacon tru-ray construction paper - 12"" x 18"", assorted pastels, 50 sheets",2.0,3.96,Blick Art Materials
2f972ca309ead3f66641e81fcbe0b135,fish in a tree,1.0,12.15,Amazon Business
6d04047b8c3ee5a06a952edbd69c5c55,ta51ma - construction paper - 12&amp;#34; x 18&#34; - magenta,1.0,2.29,Lakeshore Learning Materials
35a0b993116b16cde54571f7c8e425e5,ll807 - light table simple words tracing tiles,1.0,29.99,Lakeshore Learning Materials
adf9b7f56696bbd0036aca8eb4bcd195,shopny case - apple ipad mini case - 360 degree rotating stand case cover with auto sleep / wake feature for ipad mini (10 colors) (dark blue),1.0,11.99,Amazon Business
6f62ccf027379e45da30bdce666e51bf,"little masters 16 oz. tempera paints assorted, 6/set",1.0,15.29,Quill.com
35922a574d3e3c4c0eaec2a7c6c56540,vernier go! motion�,6.0,109.09,Sargent-Welch
5a99c1065f2d4ef1aaf68f76d7e4dbcd,the tree lady: the true story of how one tree-loving woman changed a city forever,1.0,9.96,Amazon Business
5b52d98def9d3f14af6f5cbabdeb9ba2,tt157 - stem science station - sink or float  ,1.0,49.99,Lakeshore Learning Materials
180bc740b4a69da7aa31f9611e7aa2ab,"dynamath, grades 3 - 5 (min. 10 subscriptions per order) - 8 issues / min. 10 subscriptions / grades 3–5",25.0,6.99,Scholastic Classroom Magazines
3ea75d0e9c963097b0599db6cbb10e0d,"julian, dream doctor (stepping stone,  paper)",1.0,4.99,Amazon Business
05f071cca0ab1e718d2fa8a39d743f89,the book of virtues,1.0,10.36,Amazon Business
ff14e821d32e3b1043c5069c58507112,jj689 - privacy partition - set of 10,3.0,24.99,Lakeshore Learning Materials
11604f270cc6adfaedc3f06abf78d925,"unik case-retina 12 inch crystal hard case for macbook 12"" with retina display a1534 shell cover(2015 newest version)-clear",1.0,13.99,Amazon Business
c22f8c76d2c24ee1d0893612db35d97b,"great writing 2: great paragraphs (great writing, new edition)",20.0,47.2,Amazon Business
c5926e52d513fbcc2e405f2db03f0fbf,rube goldberg's simple normal humdrum school day,1.0,14.92,Amazon Business
b8152ce355629031050376ad1a12f0c1,stowaway yellow letter box with lid,6.0,9.49,Teachers' School Supply
98dca4a9611466c110360ed83c96048c,lc1639 - magnetic story board,2.0,29.99,Lakeshore Learning Materials
56d88404594869c83fb9ad2264272fa7,anne frank: the diary of a young girl,6.0,4.89,Amazon Business
03759559bbc103095ab1b557d29fe117,rummikub -- the original rummy tile game,1.0,11.99,Amazon Business
100cc85f0b0854736e928afce7f7dafd,"what the world eats faith d''aluisio, peter menzel (photograp",1.0,16.78,AKJ Education
9f53790adf6216a1e333f6a832379000,"marking flag carrier w/probe, 30 in",1.0,57.83,Grainger
5d4a2128d96b77ef185aada8fa80c1ab,"party favors prize and toy box assortment, great for kids parties, carnivals, school classroom rewards, and events. pack of 20 different prizes beloved by kids. (exclusively sold by smart novelty)",1.0,14.98,Amazon Business
56344830aae5e323450a3c17299ad040,frankie pickle and the closet of doom,1.0,5.03,Amazon Business
75e9b20bbe3318ad84192db09fa06758,crayola&#174; colored pencils &#45; set of 24,40.0,4.44,Nasco
f0e0e56c1d34ea5c0e81841295785193,stand in my shoes: kids learning about empathy,1.0,10.95,Amazon Business
9c75249a4f8481b2ac88928f2dc3aea3,who was maurice sendak?,1.0,4.49,Amazon Business
64f9ee272d28dd4c46aabffa18d39615,learning resources new sprouts breakfast/lunch and dinner baskets - pack of 3,1.0,52.53,Amazon Business
3285e3c399f74711867714d293f5ebc0,"cruncha ma-me organic toasted edamame snacks, lightly salted, 3.5 ounce (pack of 6)",3.0,18.62,Amazon Business
c412370d77bcd7f807958ce7dd2c24dc,trip,,,
85907f1157b4708cac44fffba3e54edf,8.5 inch playground balls (set of 4) with 1 hand pump,1.0,14.4,Amazon Business
0021d125424e9370716d885373fce038,cesar chavez: a hero for everyone,1.0,4.37,AKJ Education
31754e9b44af864b7bad9d21f662416f,spectrum noir alcohol markers brights set 24,1.0,38.03,Amazon Business
c7e21f521980ab67364936099d11dd56,twilight,2.0,8.02,AKJ Education
f8ff2ea91c1031d1b9697b2e6ef34d48,nugget and fang friends forever--or snack time?,1.0,12.4,AKJ Education
838954d8b0bcd9a90b19dd93bb0a1ca6,"building bricks - 1,100 pieces compatible toys by brickyard building blocks - bulk block set with 154 roof pieces, 2 free brick separators, and reusable storage box with handle (1,100 pcs)",1.0,35.95,Amazon Business
79e3bbf4adeccdf82b204cdfc7d45456,what really happened to humpty? (nursery-rhyme mysteries),1.0,7.29,Amazon Business
ac239c38d9eed2a25045e8630132a062,chains (the seeds of america trilogy),1.0,6.0,Amazon Business
783aa59c3a5f6defdb795f91cd04c1b6,wall puppet rack,1.0,42.46,Kaplan Early Learning Company
d3d869d972b1ef039317f64d4995f226,"amazonbasics 3-ring binder, 1.5 inch rings - 4-pack (white)",20.0,9.89,Amazon Business
56af226218df332f7576653aa41f40c4,tt992 - refill pack for safety name tags,1.0,1.99,Lakeshore Learning Materials
f4d33de7ea23bdce1e40c9fb65eecc15,spin master games - hedbanz act up mx,1.0,15.95,Amazon Business
230682ef779971ce3d4954c76317244e,time for kids - 5-6 combo bundle - 28 issues / minimum of 10 subscriptions,30.0,5.5,TIME for Kids
c304882033bd209e3d56b64cbd31633e,ff464 - leveled library mobile storage cart,1.0,129.0,Lakeshore Learning Materials
3beddde7c3bf7b51576ab43c3222f4bf,the witches,1.0,19.96,Amazon Business
e0eea44849f937a223342bf8a35aa01e,storm runners,4.0,4.37,AKJ Education
94b102828775a8582b168ac77a26af38,rigby bookroom libraries book packs grade k- 1 (level a-d) rigby literacy a-d,1.0,490.27,AKJ Education
436e65b43f034026ac46973582d31cc4,la314 - top for giant economy sand & water table,1.0,39.99,Lakeshore Learning Materials
72df6d86c51dd76f18180f5e0eb25488,squaretrade 2-year office protection plan ($200-$250),1.0,13.05,Amazon Business
726ea97cb712279a138cc7a2efb52c9c,celebrate diversity: a rhyming diversity picture book for children that encourages tolerance and positive self esteem while discouraging prejudice and racism,1.0,9.13,Amazon Business
73aef3e873205b31ee4fcc446a1393fe,who was henry ford?,1.0,5.99,Amazon Business
e869d0f0a7a9f7b1e4b7a77ab414da1c,trouble game,1.0,9.99,Amazon Business
7755e39d5fb4e1d76f43299aa66258db,fox in socks (beginner books),1.0,7.38,Amazon Business
3892b9473a678b6ea9542d7504fc7bbb,once upon a time writing your own fairy tale,1.0,5.82,AKJ Education
5201d6eacbb01cf6ac574aaf2bcfe077,giant steps to change the world,1.0,13.86,AKJ Education
18b4dab652f1c62a3351b2718847c0b0,logitech stereo headset h110 - headset,5.0,21.99,Best Buy Education
fc0f4569f57c6ca6e289fb2b5f6c0481,fabulous foam bracelets-24,2.0,7.99,
a1634e7322847c389228e346f7547612,"insten 10' type a male to type b male usb 3.0 printer cable, blue",2.0,8.14,Staples Advantage
99181de3ffdd20932e419ce1d807ff67,"flat stanley collection box set, the",1.0,10.94,AKJ Education
1ef23010f718fd0323d907541289e243,pete the cat: a pet for pete (my first i can read),1.0,2.38,Amazon Business
27920432744370e1dc24953386925b7e,ra629 - math dice tub,1.0,29.99,Lakeshore Learning Materials
9ed2e85f881ef86f280ca4c7ed0d9da0,hh423 - operations & algebraic thinking folder game library - gr. 4-5,1.0,34.99,Lakeshore Learning Materials
79f71b5e6fb2fe26b0179e93fc6b762b,the princess and the pea,1.0,17.96,AKJ Education
e6ab25f9c8e8cc80529676cc7f4150a7,the pout-pout fish,5.0,3.99,Amazon Business
c1e10adc2707c1459c462af3620125b6,lk544 - translucent magna-builders,3.0,79.99,Lakeshore Learning Materials
581b3c3bd192514f14e6b099dd06f67e,ra637 - lakeshore double dice,1.0,19.99,Lakeshore Learning Materials
e0c31b39d09ca55ce3c7428098f64376,making friends is an art!,1.0,8.47,Amazon Business
7fc0752195d5f46df1041a1863798abe,the miraculous journey of edward tulane,2.0,5.83,AKJ Education
8b1a40908a30efb18368b1130b4f4864,amazonbasics thermal laminator,1.0,21.99,Amazon Business
7968ad52024d1235664eff928e6ee07a,"roylco rubbing plates - 4.5"" x 6.5"", set of 16, flowers",1.0,7.4,Blick Art Materials
